plate,longitude,latitude,time,status
0,114.089951,22.560417,2016-08-09 00:00:03,1
2,113.96028100000001,22.543167,2016-08-09 00:00:07,1
0,114.089401,22.561483,2016-08-09 00:00:13,1
4,113.996002,22.651051000000002,2016-08-09 00:00:14,0
3,114.24513200000001,22.726383,2016-08-09 00:00:20,0
2,113.96011399999999,22.543233999999998,2016-08-09 00:00:21,1
0,114.08883700000001,22.562634,2016-08-09 00:00:23,1
4,113.99428600000002,22.653433,2016-08-09 00:00:29,0
1,114.129883,22.619782999999998,2016-08-09 00:00:33,0
0,114.08803600000002,22.56415,2016-08-09 00:00:33,1
2,113.959282,22.543516,2016-08-09 00:00:34,1
1,114.12973000000001,22.6196,2016-08-09 00:00:36,0
3,114.245453,22.726351,2016-08-09 00:00:40,0
1,114.129166,22.618917,2016-08-09 00:00:44,0
4,113.99241599999999,22.655617000000003,2016-08-09 00:00:44,0
0,114.08733400000001,22.565849,2016-08-09 00:00:43,1
2,113.957619,22.543582999999998,2016-08-09 00:00:47,1
0,114.08661699999999,22.567516,2016-08-09 00:00:53,1
2,113.956383,22.543568,2016-08-09 00:00:55,1
1,114.128532,22.618099,2016-08-09 00:00:55,0
4,113.99088300000001,22.658082999999998,2016-08-09 00:00:59,0
3,114.24603300000001,22.7272,2016-08-09 00:01:00,0
0,114.085815,22.568932999999998,2016-08-09 00:01:03,1
1,114.12883000000001,22.617817000000002,2016-08-09 00:01:10,0
4,113.989052,22.660383,2016-08-09 00:01:14,0
0,114.084969,22.570232,2016-08-09 00:01:13,1
3,114.24596399999999,22.728434,2016-08-09 00:01:20,0
1,114.12893700000001,22.617884,2016-08-09 00:01:23,0
0,114.08346599999999,22.571568,2016-08-09 00:01:23,1
0,114.03733100000001,22.56575,2016-08-09 00:08:03,0
2,113.899849,22.561001,2016-08-09 00:08:07,1
4,113.941048,22.730499,2016-08-09 00:08:14,0
0,114.03817,22.565849,2016-08-09 00:08:13,0
1,114.128899,22.617967999999998,2016-08-09 00:08:16,0
1,114.128899,22.617967999999998,2016-08-09 00:08:19,0
2,113.89866599999999,22.562,2016-08-09 00:08:20,1
0,114.038963,22.565533,2016-08-09 00:08:23,0
3,114.26342,22.744267,2016-08-09 00:08:18,0
3,114.26342,22.744267,2016-08-09 00:08:26,0
4,113.938065,22.733067000000002,2016-08-09 00:08:29,0
2,113.89893300000001,22.56255,2016-08-09 00:08:33,1
0,114.039482,22.564532999999997,2016-08-09 00:08:33,0
1,114.128799,22.618017000000002,2016-08-09 00:08:40,0
1,114.12878400000001,22.618017000000002,2016-08-09 00:08:41,0
0,114.040131,22.563217,2016-08-09 00:08:43,0
4,113.93506599999999,22.735634,2016-08-09 00:08:44,0
2,113.89896399999999,22.562584,2016-08-09 00:08:46,1
3,114.26342,22.744267,2016-08-09 00:08:47,0
1,114.128731,22.617983,2016-08-09 00:08:53,0
0,114.040916,22.561783,2016-08-09 00:08:53,0
2,113.89907099999999,22.5627,2016-08-09 00:08:58,1
4,113.932152,22.7383,2016-08-09 00:08:59,0
0,114.041634,22.560368,2016-08-09 00:09:03,0
3,114.26342,22.744267,2016-08-09 00:09:07,0
2,113.89875,22.563116,2016-08-09 00:09:12,1
0,114.042419,22.559,2016-08-09 00:09:13,0
4,113.92968,22.741034,2016-08-09 00:09:14,0
0,114.04311399999999,22.55765,2016-08-09 00:09:23,0
2,113.89843,22.563601000000002,2016-08-09 00:09:25,1
3,114.26342,22.744267,2016-08-09 00:09:27,0
4,113.92714699999999,22.74395,2016-08-09 00:09:29,0
0,114.04332,22.556883,2016-08-09 00:09:33,0
2,113.898247,22.563882999999997,2016-08-09 00:09:38,0
4,113.92482,22.746901,2016-08-09 00:09:44,0
0,114.042519,22.556534,2016-08-09 00:09:43,0
3,114.26342,22.744267,2016-08-09 00:09:47,0
