plate,longitude,latitude,time,status
4,114.059982,22.569117000000002,2016-08-21 00:00:04,1
3,114.06796999999999,22.52125,2016-08-21 00:00:05,0
1,114.091202,22.54365,2016-08-21 00:00:05,0
0,114.01546499999999,22.555634,2016-08-21 00:00:05,0
2,113.9814,22.545532,2016-08-21 00:00:09,0
0,114.01546499999999,22.555634,2016-08-21 00:00:16,0
1,114.09121699999999,22.543516,2016-08-21 00:00:18,0
4,114.060303,22.569782,2016-08-21 00:00:19,1
2,113.98513,22.54455,2016-08-21 00:00:22,0
0,114.01546499999999,22.555634,2016-08-21 00:00:26,0
4,114.060181,22.570883,2016-08-21 00:00:34,1
1,114.09121699999999,22.543516,2016-08-21 00:00:27,0
1,114.09121699999999,22.543533,2016-08-21 00:00:31,0
2,113.985336,22.54435,2016-08-21 00:00:35,0
0,114.01546499999999,22.555634,2016-08-21 00:00:36,0
3,114.06783300000001,22.521017,2016-08-21 00:00:28,0
3,114.067902,22.521383,2016-08-21 00:00:37,0
1,114.09121699999999,22.543533,2016-08-21 00:00:39,0
0,114.01546499999999,22.555634,2016-08-21 00:00:46,0
2,113.98521399999998,22.54295,2016-08-21 00:00:48,0
4,114.060814,22.570999,2016-08-21 00:00:49,1
2,113.98521399999998,22.54295,2016-08-21 00:00:56,0
0,114.01556399999998,22.55575,2016-08-21 00:00:56,0
0,114.06233200000001,22.568216,2016-08-21 00:08:06,1
2,113.988419,22.53945,2016-08-21 00:08:09,0
4,114.090019,22.560766,2016-08-21 00:08:13,0
0,114.062119,22.569468,2016-08-21 00:08:16,1
1,114.119904,22.547117,2016-08-21 00:08:19,1
2,113.988419,22.539450,2016-08-21 00:08:22,0
4,114.090019,22.560766,2016-08-21 00:08:28,0
0,114.061798,22.570967,2016-08-21 00:08:26,1
0,114.061447,22.572550,2016-08-21 00:08:35,1
2,113.988419,22.539450,2016-08-21 00:08:35,0
1,114.122498,22.547533,2016-08-21 00:08:37,1
2,113.988419,22.539450,2016-08-21 00:08:43,0
4,114.090019,22.560766,2016-08-21 00:08:43,0
0,114.06116499999999,22.574133,2016-08-21 00:08:46,1
2,113.988419,22.539450,2016-08-21 00:08:56,0
0,114.06086699999999,22.575632,2016-08-21 00:08:56,1
4,114.090019,22.560766,2016-08-21 00:08:58,0
3,114.06116499999999,22.531900,2016-08-21 00:06:55,1
3,114.057449,22.531668,2016-08-21 00:07:15,1
3,114.05365,22.531584,2016-08-21 00:07:35,1
3,114.049683,22.531616,2016-08-21 00:07:55,1
3,114.04673000000001,22.531668,2016-08-21 00:08:15,1
3,114.04363300000001,22.531517,2016-08-21 00:08:35,1
3,114.04435,22.532000,2016-08-21 00:08:54,1
0,114.06068400000001,22.576817,2016-08-21 00:09:06,1
2,113.988419,22.539450,2016-08-21 00:09:09,0
1,114.123497,22.547632,2016-08-21 00:09:09,1
4,114.090019,22.560766,2016-08-21 00:09:13,0
1,114.12361899999999,22.547716,2016-08-21 00:09:17,1
0,114.061668,22.577183,2016-08-21 00:09:16,1
2,113.988419,22.539450,2016-08-21 00:09:22,0
0,114.062531,22.577667,2016-08-21 00:09:26,1
4,114.090019,22.560766,2016-08-21 00:09:28,0
1,114.124886,22.548067,2016-08-21 00:09:30,1
0,114.061852,22.578332999999997,2016-08-21 00:09:36,1
4,114.090019,22.560766,2016-08-21 00:09:43,0
1,114.1259,22.547867,2016-08-21 00:09:43,1
2,113.988419,22.53945,2016-08-21 00:09:43,0
2,113.988419,22.53945,2016-08-21 00:09:44,0
0,114.06057,22.578432,2016-08-21 00:09:46,1
1,114.125999,22.54735,2016-08-21 00:09:55,1
0,114.059151,22.578518,2016-08-21 00:09:56,1
4,114.090019,22.560766,2016-08-21 00:09:58,0
0,114.057732,22.578632,2016-08-21 00:10:06,1
1,114.12588500000001,22.547068,2016-08-21 00:10:09,0
4,114.090019,22.560766,2016-08-21 00:10:13,0
1,114.12581599999999,22.546967000000002,2016-08-21 00:10:17,0
2,113.98850300000001,22.539133,2016-08-21 00:10:25,0
