plate,longitude,latitude,time,status
0,114.109352,22.591566,2016-09-01 00:00:03,1
4,114.112518,22.603884,2016-09-01 00:00:08,0
2,114.08071899999999,22.540667000000003,2016-09-01 00:00:10,1
0,114.10951999999999,22.592582999999998,2016-09-01 00:00:13,1
3,114.01388500000002,22.530416,2016-09-01 00:00:19,0
4,114.112518,22.603884,2016-09-01 00:00:23,0
0,114.10994699999999,22.593683,2016-09-01 00:00:23,1
2,114.078552,22.540382,2016-09-01 00:00:30,1
0,114.11046599999999,22.5947,2016-09-01 00:00:33,1
2,114.077797,22.540251,2016-09-01 00:00:37,1
4,114.112518,22.603884,2016-09-01 00:00:38,0
3,114.01543400000001,22.53075,2016-09-01 00:00:39,0
2,114.077721,22.53985,2016-09-01 00:00:50,1
2,114.07737,22.536533,2016-09-01 00:07:54,1
3,114.02462,22.526934,2016-09-01 00:07:59,0
2,114.077248,22.536317999999998,2016-09-01 00:08:01,1
4,114.127098,22.593467999999998,2016-09-01 00:08:05,1
2,114.077133,22.536133,2016-09-01 00:08:15,1
3,114.025101,22.527683,2016-09-01 00:08:19,0
4,114.12803600000001,22.593918,2016-09-01 00:08:20,1
2,114.077148,22.536034,2016-09-01 00:08:28,1
0,114.115646,22.60195,2016-09-01 00:08:20,0
4,114.12881499999999,22.594217,2016-09-01 00:08:35,1
1,114.110115,22.543782999999998,2016-09-01 00:08:36,0
0,114.115646,22.60195,2016-09-01 00:08:30,0
3,114.0252,22.52795,2016-09-01 00:08:39,0
2,114.077148,22.535982,2016-09-01 00:08:41,1
1,114.11048100000001,22.542417999999998,2016-09-01 00:08:46,0
0,114.115646,22.60195,2016-09-01 00:08:50,0
4,114.12978400000001,22.594467,2016-09-01 00:08:50,1
2,114.077164,22.535917,2016-09-01 00:08:54,1
1,114.11093100000001,22.541918,2016-09-01 00:08:56,0
3,114.0252,22.52795,2016-09-01 00:08:59,0
4,114.130669,22.594767,2016-09-01 00:09:05,1
1,114.111397,22.541567,2016-09-01 00:09:07,0
2,114.076981,22.535732,2016-09-01 00:09:07,1
0,114.114853,22.602034,2016-09-01 00:09:10,0
3,114.025986,22.52795,2016-09-01 00:09:19,0
1,114.111649,22.540283,2016-09-01 00:09:20,0
2,114.07682,22.535534,2016-09-01 00:09:20,1
4,114.131149,22.595501000000002,2016-09-01 00:09:20,1
0,114.11438000000001,22.60145,2016-09-01 00:09:20,0
0,114.11358600000001,22.600468,2016-09-01 00:09:30,0
1,114.111916,22.538732999999997,2016-09-01 00:09:33,0
4,114.131165,22.595568,2016-09-01 00:09:32,0
2,114.076668,22.535334,2016-09-01 00:09:33,1
3,114.02649699999999,22.527517,2016-09-01 00:09:39,0
2,114.0765,22.535133,2016-09-01 00:09:46,1
4,114.131165,22.595568,2016-09-01 00:09:47,0
1,114.112251,22.537032999999997,2016-09-01 00:09:54,0
1,114.112251,22.536934,2016-09-01 00:09:55,0
2,114.076302,22.534848999999998,2016-09-01 00:09:59,0
3,114.026917,22.52685,2016-09-01 00:09:59,0
4,114.131165,22.595568,2016-09-01 00:10:02,0
1,114.11232,22.536617,2016-09-01 00:10:07,0
2,114.07616399999999,22.53475,2016-09-01 00:10:12,0
0,114.11277,22.599367,2016-09-01 00:09:40,0
0,114.11212900000001,22.598284,2016-09-01 00:09:50,0
0,114.11166399999999,22.597417999999998,2016-09-01 00:10:00,0
0,114.111267,22.596633999999998,2016-09-01 00:10:10,0
4,114.131165,22.595568,2016-09-01 00:10:17,0
3,114.027901,22.526617,2016-09-01 00:10:19,0
1,114.112381,22.536248999999998,2016-09-01 00:10:20,0
0,114.110786,22.595633,2016-09-01 00:10:20,0
2,114.07606499999999,22.534599,2016-09-01 00:10:25,0
0,114.11021399999998,22.594517,2016-09-01 00:10:30,0
1,114.112518,22.535851,2016-09-01 00:10:33,0
4,114.13058500000001,22.594767,2016-09-01 00:10:32,0
2,114.07601899999999,22.534599,2016-09-01 00:10:38,0
3,114.028732,22.52685,2016-09-01 00:10:39,0
0,114.10966499999999,22.593483,2016-09-01 00:10:40,0
4,114.130531,22.594732,2016-09-01 00:10:45,1
1,114.112801,22.53565,2016-09-01 00:10:46,0
0,114.10938300000001,22.592934,2016-09-01 00:10:49,0
2,114.075966,22.534517,2016-09-01 00:10:51,0
1,114.112885,22.535618,2016-09-01 00:10:59,0
3,114.029564,22.527017999999998,2016-09-01 00:10:59,0
4,114.129349,22.5944,2016-09-01 00:11:00,1
0,114.109131,22.591867,2016-09-01 00:11:00,0
2,114.07583600000001,22.534384,2016-09-01 00:11:04,0
0,114.109283,22.590349,2016-09-01 00:11:10,0
1,114.1129,22.535618,2016-09-01 00:11:12,0
4,114.128548,22.594168,2016-09-01 00:11:15,1
2,114.07575200000001,22.53425,2016-09-01 00:11:17,0
3,114.03061699999999,22.526934,2016-09-01 00:11:19,0
0,114.10976399999998,22.5891,2016-09-01 00:11:20,0
