plate,longitude,latitude,time,status
4,114.18042,22.557966,2016-08-02 00:08:51,0
1,114.042953,22.527651000000002,2016-08-02 00:08:53,0
0,114.08663200000001,22.538616,2016-08-02 00:08:53,0
2,114.031952,22.564332999999998,2016-08-02 00:09:00,0
3,114.087631,22.551701,2016-08-02 00:09:03,1
0,114.086647,22.538082,2016-08-02 00:09:03,0
1,114.042953,22.527599,2016-08-02 00:09:06,0
4,114.18042,22.557966,2016-08-02 00:09:06,0
2,114.031952,22.564332999999998,2016-08-02 00:09:13,0
0,114.08643300000001,22.537682999999998,2016-08-02 00:09:13,0
1,114.04293100000001,22.527617000000003,2016-08-02 00:09:19,0
4,114.18042,22.557966,2016-08-02 00:09:21,0
3,114.084869,22.551682999999997,2016-08-02 00:09:23,1
0,114.08560200000001,22.53755,2016-08-02 00:09:23,0
2,114.031952,22.564332999999998,2016-08-02 00:09:26,0
1,114.042915,22.527683,2016-08-02 00:09:32,0
0,114.08476999999999,22.537416,2016-08-02 00:09:33,0
4,114.18042,22.557966,2016-08-02 00:09:36,0
2,114.031952,22.564332999999998,2016-08-02 00:09:38,0
3,114.081985,22.5516,2016-08-02 00:09:43,1
1,114.04287,22.527683,2016-08-02 00:09:45,0
0,114.084351,22.53775,2016-08-02 00:09:43,0
4,114.18042,22.557966,2016-08-02 00:09:51,0
0,114.08429699999999,22.538232999999998,2016-08-02 00:09:53,0
1,114.04287,22.5277,2016-08-02 00:09:58,0
2,114.031952,22.564332999999998,2016-08-02 00:10:00,0
3,114.081818,22.551582,2016-08-02 00:10:03,1
0,114.08429699999999,22.538601,2016-08-02 00:10:03,0
4,114.18042,22.557966,2016-08-02 00:10:06,0
2,114.031952,22.564332999999998,2016-08-02 00:10:01,0
2,114.031952,22.564332999999998,2016-08-02 00:10:08,0
1,114.04287,22.527732999999998,2016-08-02 00:10:11,0
2,114.031952,22.564332999999998,2016-08-02 00:10:16,0
0,114.084198,22.5389,2016-08-02 00:10:13,0
4,114.18042,22.557966,2016-08-02 00:10:21,0
3,114.081398,22.55155,2016-08-02 00:10:23,1
1,114.04288500000001,22.52775,2016-08-02 00:10:24,0
2,114.031952,22.564332999999998,2016-08-02 00:10:28,0
0,114.08418300000001,22.539932,2016-08-02 00:10:33,0
1,114.0429,22.52775,2016-08-02 00:10:37,0
4,114.18042,22.557966,2016-08-02 00:10:37,0
2,114.031952,22.564332999999998,2016-08-02 00:10:42,0
3,114.078369,22.551517,2016-08-02 00:10:43,1
0,114.084236,22.54055,2016-08-02 00:10:43,0
1,114.042915,22.527718,2016-08-02 00:10:50,0
4,114.18042,22.557966,2016-08-02 00:10:52,0
0,114.084236,22.5411,2016-08-02 00:10:53,0
2,114.031952,22.564332999999998,2016-08-02 00:10:55,0
1,114.042915,22.527732999999998,2016-08-02 00:11:03,0
3,114.07638500000002,22.5515,2016-08-02 00:11:03,1
0,114.084152,22.541634,2016-08-02 00:11:03,0
4,114.18042,22.557966,2016-08-02 00:11:07,0
2,114.031952,22.564332999999998,2016-08-02 00:11:08,0
0,114.084099,22.542101000000002,2016-08-02 00:11:13,0
1,114.042915,22.527732999999998,2016-08-02 00:11:16,0
2,114.031952,22.564332999999998,2016-08-02 00:11:21,0
4,114.18042,22.557966,2016-08-02 00:11:22,0
3,114.07638500000002,22.5515,2016-08-02 00:11:23,1
0,114.084084,22.542534,2016-08-02 00:11:23,0
1,114.0429,22.527767,2016-08-02 00:11:29,0
0,114.084053,22.543016,2016-08-02 00:11:33,0
2,114.031952,22.564332999999998,2016-08-02 00:11:34,0
4,114.18042,22.557966,2016-08-02 00:11:37,0
1,114.042915,22.527732999999998,2016-08-02 00:11:42,0
3,114.07508100000001,22.551468,2016-08-02 00:11:43,1
0,114.08451799999999,22.5431,2016-08-02 00:11:43,0
2,114.031952,22.564332999999998,2016-08-02 00:11:47,0
4,114.18042,22.557966,2016-08-02 00:11:52,0
0,114.08541899999999,22.543132999999997,2016-08-02 00:11:53,0
1,114.042915,22.527683,2016-08-02 00:11:55,0
2,114.031952,22.564332999999998,2016-08-02 00:12:00,0
3,114.07136499999999,22.5511,2016-08-02 00:12:03,1
0,114.08646399999999,22.54315,2016-08-02 00:12:03,0
4,114.18042,22.557966,2016-08-02 00:12:07,0
1,114.042915,22.527651000000002,2016-08-02 00:12:08,0
2,114.031952,22.564332999999998,2016-08-02 00:12:13,0
0,114.087379,22.543182,2016-08-02 00:12:13,0
1,114.0429,22.527651000000002,2016-08-02 00:12:21,0
4,114.18042,22.557966,2016-08-02 00:12:21,0
3,114.06826799999999,22.551033,2016-08-02 00:12:23,1
0,114.087418,22.543249,2016-08-02 00:12:21,1
2,114.031952,22.564332999999998,2016-08-02 00:12:26,0
1,114.042915,22.527617000000003,2016-08-02 00:12:34,0
0,114.08764599999999,22.543266,2016-08-02 00:12:35,1
4,114.18042,22.557966,2016-08-02 00:12:36,0
2,114.031952,22.564332999999998,2016-08-02 00:12:39,0
